"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1982,"SPRING",2,0.874426611028182,0.916,-4.53857958207626,4.53857958207626
1982,"SPRING",3,3.09653909011737,3.0075,2.96056824995403,2.96056824995403
1982,"SPRING",4,0.791724168445192,0.9084,-12.8441029893008,12.8441029893008
1982,"SPRING",5,1.42085677984922,1.3724,3.53080587650994,3.53080587650994
1982,"SPRING",6,0.248489955521632,0.2564,-3.08504074819337,3.08504074819337
1982,"SPRING",7,0.0395558350725032,0.0185,113.815324716234,113.815324716234
1982,"SPRING",8,0.0869860494200027,0.0788,10.3883875888359,10.3883875888359
1982,"SPRING",10,0.036252840365406,0.0368,-1.48684683313582,1.48684683313582
1983,"SPRING",1,0.0557963562545843,0.0653,-14.5538189056902,14.5538189056902
1983,"SPRING",3,1.15459070444287,1.1878,-2.79586593341714,2.79586593341714
1983,"SPRING",4,0.623261996765478,0.5894,5.74516402536108,5.74516402536108
1983,"SPRING",5,0.156479141885005,0.1773,-11.7432927890555,11.7432927890555
1983,"SPRING",6,0.115762134221626,0.0943,22.7594212318413,22.7594212318413
1983,"SPRING",7,0.0708966950249184,0.0465,52.4660108062761,52.4660108062761
1983,"SPRING",8,0.0157685471352746,0.0413,-61.8194984618049,61.8194984618049
1984,"SPRING",4,0.653779127815294,0.5988,9.18155107135835,9.18155107135835
1984,"SPRING",5,0.415762372789125,0.4802,-13.4189144545762,13.4189144545762
1984,"SPRING",6,0.176995235321188,0.1694,4.48360998889473,4.48360998889473
1984,"SPRING",7,0.0893270835627276,0.0907,-1.51368956700376,1.51368956700376
1984,"SPRING",8,0.0186847946448418,0.0184,1.54779698283596,1.54779698283596
1984,"SPRING",14,0.0126700215303241,0.0118,7.37306381630632,7.37306381630632
1985,"SPRING",1,0,0.0155,-100,100
1985,"SPRING",3,1.88006998518138,1.9141,-1.77785982020889,1.77785982020889
1985,"SPRING",4,1.35335409961028,1.3002,4.08814794726009,4.08814794726009
1985,"SPRING",5,0.517219005362438,0.4875,6.09620622819249,6.09620622819249
1985,"SPRING",6,0.0714573449880642,0.1029,-30.5565160465848,30.5565160465848
1985,"SPRING",7,0.0476280012458836,0.0443,7.51241816226544,7.51241816226544
1985,"SPRING",8,0.0568660512842019,0.0608,-6.47031038782589,6.47031038782589
1986,"SPRING",2,3.41151113119751,3.362,1.47266898267426,1.47266898267426
1986,"SPRING",4,1.03328902322024,1.0893,-5.14192387586153,5.14192387586153
1986,"SPRING",5,0.546155617130658,0.5174,5.55771494601052,5.55771494601052
1986,"SPRING",6,0.162441503667369,0.1878,-13.5029266946916,13.5029266946916
1986,"SPRING",8,0.0182017099601106,0.0178,2.25679752871142,2.25679752871142
1987,"SPRING",3,4.60663022768516,4.497,2.43785251690365,2.43785251690365
1987,"SPRING",4,1.13655483407238,1.1966,-5.01798144138522,5.01798144138522
1987,"SPRING",5,0.26170900617274,0.3954,-33.8115816457411,33.8115816457411
1987,"SPRING",6,0.292859813877995,0.1991,47.0918201295804,47.0918201295804
1988,"SPRING",1,0.127296623338189,0.0873,45.8151470082345,45.8151470082345
1988,"SPRING",2,1.59177696702592,1.6312,-2.41681173210414,2.41681173210414
1988,"SPRING",5,0.484194558785303,0.4946,-2.10380938428978,2.10380938428978
1988,"SPRING",6,0.0987791064324418,0.1098,-10.0372436863007,10.0372436863007
1988,"SPRING",8,0.0787082379135509,0.0765,2.8865855079097,2.8865855079097
1988,"SPRING",34,0.0343694265661423,0.0223,54.1229890858398,54.1229890858398
1989,"SPRING",2,1.10182060770565,1.1177,-1.42072043431627,1.42072043431627
1989,"SPRING",4,0.301177148093166,0.305,-1.25339406781428,1.25339406781428
1989,"SPRING",5,0.435424136000238,0.4192,3.87026145043842,3.87026145043842
1989,"SPRING",6,0.174606797205817,0.1862,-6.22620987872361,6.22620987872361
1990,"SPRING",1,0.0471832637209643,0.0737,-35.9792893881081,35.9792893881081
1990,"SPRING",2,1.82723644129008,1.7745,2.97190427106669,2.97190427106669
1990,"SPRING",3,2.52210450540878,2.6233,-3.85756469299048,3.85756469299048
1990,"SPRING",4,4.90876367126914,4.8477,1.25964212449493,1.25964212449493
1990,"SPRING",5,2.26626589714699,2.2077,2.65280142895275,2.65280142895275
1990,"SPRING",6,0.297308873338003,0.3335,-10.8519120425779,10.8519120425779
1990,"SPRING",7,0.0915030524377196,0.1012,-9.58196399434824,9.58196399434824
1990,"SPRING",8,0.204015127768382,0.2093,-2.52502256646832,2.52502256646832
1990,"SPRING",10,0.158932140643836,0.1532,3.74160616438371,3.74160616438371
1991,"SPRING",3,2.61305392126663,2.5775,1.37939558745412,1.37939558745412
1991,"SPRING",4,1.88832573474933,1.9871,-4.97077475973357,4.97077475973357
1991,"SPRING",5,0.988836837238847,0.8889,11.2427536549496,11.2427536549496
1991,"SPRING",6,0.320118691005767,0.3342,-4.21343776009354,4.21343776009354
1991,"SPRING",7,0.0161470253605372,0.0447,-63.8769007594245,63.8769007594245
1991,"SPRING",8,0.0273756288898983,0.016,71.0976805618644,71.0976805618644
1991,"SPRING",10,0.0330646766317501,0.0223,48.2720925190587,48.2720925190587
1991,"SPRING",12,0.00974631635048933,0.0198,-50.7761800480337,50.7761800480337
1993,"SPRING",1,0.0388670840247606,0.0401,-3.07460342952466,3.07460342952466
1993,"SPRING",6,0.0303829968506343,0.0297,2.29965269573836,2.29965269573836
1995,"SPRING",7,0.0384442540157433,0.0389,-1.17158350708663,1.17158350708663
