"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
2009,"SPRING",19,0.00700758179942791,0.17204,-95.926771797589,95.926771797589
2009,"SPRING",21,0.043818273792434,0.49833,-91.2069765431674,91.2069765431674
2009,"SPRING",22,0.0782986751979,0.82003,-90.4517304003634,90.4517304003634
2009,"SPRING",23,0.244783810101065,1.92968,-87.3147977850698,87.3147977850698
2009,"SPRING",24,0.136012104143026,0.82264,-83.4663881961702,83.4663881961702
2009,"SPRING",25,0.275355581987796,1.32578,-79.2306731141068,79.2306731141068
2009,"SPRING",26,0.189750519150462,0.72946,-73.9875361019848,73.9875361019848
2009,"SPRING",27,0.247673659057524,0.79317,-68.7742023705481,68.7742023705481
2009,"SPRING",28,0.137006503242507,0.37024,-62.9952184414146,62.9952184414146
2009,"SPRING",29,0.0968179532635461,0.22681,-57.3131902193263,57.3131902193263
2009,"SPRING",30,0.0743301933655078,0.15647,-52.4955624940834,52.4955624940834
2009,"SPRING",31,0.069659889987194,0.13605,-48.7983168047085,48.7983168047085
2009,"SPRING",32,0.110968847934108,0.20665,-46.3010656016899,46.3010656016899
2009,"SPRING",33,0.132175859465552,0.23562,-43.9029541356624,43.9029541356624
2009,"SPRING",34,0.127060309561027,0.22462,-43.4332162937284,43.4332162937284
2009,"SPRING",35,0.170548408217085,0.30481,-44.0476335366016,44.0476335366016
2009,"SPRING",36,0.187745694507107,0.34505,-45.5888437886952,45.5888437886952
2009,"SPRING",37,0.203752086855733,0.3815,-46.5918514139625,46.5918514139625
2009,"SPRING",38,0.233162815003183,0.44154,-47.1932746742804,47.1932746742804
2009,"SPRING",39,0.252345861303656,0.4894,-48.4377071304339,48.4377071304339
2009,"SPRING",40,0.286230322032791,0.55412,-48.3450656838246,48.3450656838246
2009,"SPRING",41,0.221463358687016,0.43161,-48.6890112168355,48.6890112168355
2009,"SPRING",42,0.150920495163963,0.29761,-49.2891720157376,49.2891720157376
2009,"SPRING",43,0.222355826561971,0.45019,-50.6084483080542,50.6084483080542
2009,"SPRING",44,0.144936934801994,0.29332,-50.5874352918336,50.5874352918336
2009,"SPRING",45,0.124593376445228,0.26259,-52.5521244353447,52.5521244353447
2009,"SPRING",46,0.133672395171103,0.28521,-53.1319395634434,53.1319395634434
2009,"SPRING",47,0.129836302403055,0.25553,-49.1894093049524,49.1894093049524
2009,"SPRING",48,0.0782531023702428,0.15993,-51.0704043204885,51.0704043204885
2009,"SPRING",49,0.06848995954652,0.13495,-49.2478995579696,49.2478995579696
2009,"SPRING",50,0.0441435118724811,0.09105,-51.5172851482909,51.5172851482909
2009,"SPRING",51,0.0305898491083676,0.06228,-50.8833508215035,50.8833508215035
2009,"SPRING",52,0.0521134398826044,0.10465,-50.2021596917302,50.2021596917302
2009,"SPRING",53,0.020139999726563,0.03988,-49.4984961721088,49.4984961721088
2009,"SPRING",54,0.0439957040014462,0.07797,-43.573548798966,43.573548798966
2009,"SPRING",55,0.0397007688136026,0.07654,-48.130691385416,48.130691385416
2009,"SPRING",56,0.0452419689284461,0.08622,-47.5272918946345,47.5272918946345
2009,"SPRING",57,0.0586254931359726,0.11063,-47.0075990816482,47.0075990816482
2009,"SPRING",58,0.030601546134133,0.05281,-42.0535009768359,42.0535009768359
2009,"SPRING",59,0.0223912974128306,0.0416,-46.1747658345419,46.1747658345419
2009,"SPRING",60,0.0246323412128752,0.04544,-45.7915026125105,45.7915026125105
2009,"SPRING",62,0.0240825810019034,0.04373,-44.9289252186064,44.9289252186064
2009,"SPRING",63,0.0288182813879053,0.05181,-44.3769901796849,44.3769901796849
2009,"SPRING",64,0.0122467859763295,0.02175,-43.6929380398645,43.6929380398645
2009,"SPRING",65,0.0172073882668198,0.03012,-42.8705568830684,42.8705568830684
2009,"SPRING",66,0.0131081124190513,0.02255,-41.870898363409,41.870898363409
2009,"SPRING",67,0.0190151104305569,0.03207,-40.7074822870069,40.7074822870069
2009,"SPRING",69,0.00409927584776853,0.00659,-37.7955106560163,37.7955106560163
2009,"SPRING",72,0.00700758179942791,0.01024,-31.5665839899618,31.5665839899618
2010,"SPRING",20,0.02138513680146,0.35347,-93.9499429084618,93.9499429084618
2010,"SPRING",21,0.0141311011055446,0.14137,-90.0041726635463,90.0041726635463
2010,"SPRING",22,0.0308492929164817,0.28201,-89.0609223373349,89.0609223373349
2010,"SPRING",23,0.0234773470552531,0.12869,-81.7566655876501,81.7566655876501
2010,"SPRING",24,0.0929955372556362,0.57254,-83.7573728899926,83.7573728899926
2010,"SPRING",25,0.141838995940397,0.69356,-79.5491383672072,79.5491383672072
2010,"SPRING",26,0.112136908159167,0.44362,-74.7223055409659,74.7223055409659
2010,"SPRING",27,0.258987230823587,0.82214,-68.498402848227,68.498402848227
2010,"SPRING",28,0.2368385152907,0.63301,-62.5853437875073,62.5853437875073
2010,"SPRING",29,0.297599796466243,0.69659,-57.2776243606364,57.2776243606364
2010,"SPRING",30,0.264195032548289,0.5557,-52.4572552549417,52.4572552549417
2010,"SPRING",31,0.142754507789545,0.27859,-48.7582081950017,48.7582081950017
2010,"SPRING",32,0.289795630768425,0.53922,-46.2565129690246,46.2565129690246
2010,"SPRING",33,0.21871620982297,0.39685,-44.8869321348192,44.8869321348192
2010,"SPRING",34,0.324079820060859,0.58368,-44.4764562669856,44.4764562669856
2010,"SPRING",35,0.223515132161051,0.40045,-44.184009948545,44.184009948545
2010,"SPRING",36,0.208407985025875,0.38272,-45.5455724744266,45.5455724744266
