"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1975,"SPRING",3,0.492993020821046,0.4548,8.39776183400317,8.39776183400317
1975,"SPRING",6,0.164551479301512,0.1261,30.4928463929516,30.4928463929516
1975,"SPRING",11,0.588687285076456,0.6337,-7.10315842252555,7.10315842252555
1975,"SPRING",14,3.74431614236149,3.6539,2.47451058763209,2.47451058763209
1975,"SPRING",15,2.76707736998182,2.8546,-3.06602080915641,3.06602080915641
1975,"SPRING",16,1.58898485127028,1.6508,-3.74455710744636,3.74455710744636
1975,"SPRING",19,0.281858151644636,0.2438,15.6103985416881,15.6103985416881
1975,"SPRING",20,0.73362299733789,0.6876,6.69328059015273,6.69328059015273
1975,"SPRING",21,0.918678123460686,0.8671,5.94834776388951,5.94834776388951
1975,"SPRING",22,0.620373581192895,0.7056,-12.0785740939774,12.0785740939774
1975,"SPRING",23,0.394321627171001,0.382,3.22555685104745,3.22555685104745
1975,"SPRING",24,0.325378816560553,0.5653,-42.4413910205992,42.4413910205992
1975,"SPRING",25,0,0.3174,-100,100
1975,"SPRING",26,0.119825054464605,0.1121,6.89121718519593,6.89121718519593
1975,"SPRING",27,0.640160001152783,0.6012,6.48037277990397,6.48037277990397
1975,"SPRING",29,0.23513821161801,0.2274,3.40290748373367,3.40290748373367
1975,"SPRING",30,0.291475502630776,0.2604,11.9337567706512,11.9337567706512
1975,"SPRING",31,0.516721729886883,0.4658,10.9321017361277,10.9321017361277
1975,"SPRING",33,0.119839355177213,0.1121,6.903974288326,6.903974288326
1975,"SPRING",34,0.0886055520999598,0.0836,5.98750251191365,5.98750251191365
1975,"SPRING",40,0.109324143356972,0.0935,16.9242174940876,16.9242174940876
1975,"SPRING",43,0.0887665212846826,0.0836,6.18004938359163,6.18004938359163
1975,"SPRING",50,0.650618697533603,0.3175,104.919274813733,104.919274813733
1975,"SPRING",53,0.0688825721415315,0.0661,4.20964015360284,4.20964015360284
1976,"SPRING",3,0,0.7737,-100,100
1976,"SPRING",4,1.50354138652033,0.6776,121.892176286944,121.892176286944
1976,"SPRING",5,22.0496728026161,21.4927,2.591451062994,2.591451062994
1976,"SPRING",6,0.253937307927688,0.1793,41.6270540589447,41.6270540589447
1976,"SPRING",9,0.699359689995091,0.5981,16.9302273859038,16.9302273859038
1976,"SPRING",10,0.296965153545006,0.2475,19.9859206242449,19.9859206242449
1976,"SPRING",11,3.09349927954389,2.9899,3.4649747330644,3.4649747330644
1976,"SPRING",12,0.739892828732633,1.0548,-29.8546806283055,29.8546806283055
1976,"SPRING",13,5.80806013401593,6.6563,-12.7434139985288,12.7434139985288
1976,"SPRING",14,0.812454137198838,0.8017,1.34141663949584,1.34141663949584
1976,"SPRING",15,4.93827426392833,4.7131,4.77762542548068,4.77762542548068
1976,"SPRING",16,2.33270051195898,2.0581,13.3424280627269,13.3424280627269
1976,"SPRING",17,3.80050577177611,3.678,3.33077139141138,3.33077139141138
1976,"SPRING",18,1.82109013088823,1.8534,-1.74327555367287,1.74327555367287
1976,"SPRING",19,1.11236806416508,1.4714,-24.4007024490228,24.4007024490228
1976,"SPRING",20,0.811973011070141,0.9355,-13.2043814997177,13.2043814997177
1976,"SPRING",21,0.961186992982268,0.9883,-2.74339846379966,2.74339846379966
1976,"SPRING",22,0.988248868033935,1.0303,-4.0814454009575,4.0814454009575
1976,"SPRING",23,3.09536340163613,2.787,11.0643488208156,11.0643488208156
1976,"SPRING",24,0,0.024,-100,100
1976,"SPRING",25,0.65045754999959,0.7671,-15.2056381176392,15.2056381176392
1976,"SPRING",26,0.686499735742236,0.6376,7.6693437487823,7.6693437487823
1976,"SPRING",27,0.673280182106783,0.6918,-2.67704797531324,2.67704797531324
1976,"SPRING",28,0.589501857821114,0.6834,-13.7398510650989,13.7398510650989
1976,"SPRING",29,0.742579634234606,0.7928,-6.3345567312555,6.3345567312555
1976,"SPRING",30,0.400151228968091,0.5672,-29.451475851888,29.451475851888
1976,"SPRING",31,0.521568502177337,0.5617,-7.14464978149602,7.14464978149602
1976,"SPRING",33,0.14699593591434,0.1327,10.7731242760663,10.7731242760663
1976,"SPRING",34,0.129440777324904,0.0775,67.0203578385852,67.0203578385852
1976,"SPRING",35,0.710066554471235,0.6261,13.4110452757123,13.4110452757123
1976,"SPRING",36,0.0378166694931522,0.0419,-9.74541887075836,9.74541887075836
1976,"SPRING",37,0.334728899389647,0.23,45.534304082455,45.534304082455
1976,"SPRING",38,0.366743177443447,0.4208,-12.8462030790288,12.8462030790288
1976,"SPRING",39,0.269847687385793,0.2468,9.33860915145571,9.33860915145571
1976,"SPRING",40,0.185086533332451,0.1454,27.2947271887558,27.2947271887558
1976,"SPRING",42,0.249528375065162,0.1916,30.23401621355,30.23401621355
1976,"SPRING",47,0.123011755378554,0.1141,7.81047798295721,7.81047798295721
1977,"SPRING",3,0.0132151526923643,0.0168,-21.3383768311651,21.3383768311651
1977,"SPRING",5,0.623254988757435,0.6503,-4.15885149047595,4.15885149047595
1977,"SPRING",6,11.403238560727,11.2747,1.14006191496935,1.14006191496935
1977,"SPRING",7,0.29150356164528,0.2973,-1.94969335846629,1.94969335846629
1977,"SPRING",8,0,0.0326,-100,100
1977,"SPRING",11,0.0787951979518789,0.0712,10.6674128537624,10.6674128537624
1977,"SPRING",12,0.285432137946458,0.3737,-23.6199791419699,23.6199791419699
1977,"SPRING",13,0.485036051018598,0.4676,3.72883896890452,3.72883896890452
1977,"SPRING",14,1.54080126962655,1.4591,5.5994290745359,5.5994290745359
