"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1999,"FALL",3,0.099753837965504,0.10353,-3.64740851395341,3.64740851395341
1999,"FALL",18,0.0535859820700897,0.05547,-3.39646282659157,3.39646282659157
