"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1974,"SPRING",3,1.40346660420155,1.224,14.6623042648328,14.6623042648328
1974,"SPRING",5,1.72755290111301,1.9035,-9.24334640856276,9.24334640856276
1975,"SPRING",1,4.14166236909671,4.078,1.56111743738855,1.56111743738855
1975,"SPRING",2,0.249129588913737,0.3162,-21.2113887053331,21.2113887053331
1975,"SPRING",5,0.0118165230624198,0.0099,19.3588188123207,19.3588188123207
1975,"SPRING",7,0.0177763334338646,0.0176,1.00189451059423,1.00189451059423
1975,"SPRING",8,0.0150170140963907,0.0128,17.3204226280527,17.3204226280527
1976,"SPRING",1,0.316338039434715,0.3811,-16.9934296943808,16.9934296943808
1976,"SPRING",2,3.4253677678536,3.6494,-6.13887850458708,6.13887850458708
1977,"SPRING",3,0.226893995866887,0.4666,-51.3729113015673,51.3729113015673
1977,"SPRING",4,0.108619846446475,0.1114,-2.49564950944785,2.49564950944785
1977,"SPRING",12,0.0132516646399716,0.062,-78.6263473548845,78.6263473548845
1978,"SPRING",2,0.282430600067771,0.2735,3.26530167011729,3.26530167011729
1978,"SPRING",3,0.428286968549635,0.4235,1.13033495859144,1.13033495859144
1978,"SPRING",4,0.755676827791975,0.7718,-2.08903501010943,2.08903501010943
1978,"SPRING",6,0.116169391003577,0.1113,4.37501437877543,4.37501437877543
1978,"SPRING",7,0.0269804903358453,0.0243,11.0308244273468,11.0308244273468
1978,"SPRING",8,0.0107449138862243,0.0081,32.6532578546212,32.6532578546212
1978,"SPRING",9,0.021456344242441,0.0199,7.82082533889958,7.82082533889958
1978,"SPRING",10,0.0214245553931614,0.0198,8.204825217987,8.204825217987
1978,"SPRING",11,0.016578983094458,0.0299,-44.5518960051572,44.5518960051572
1978,"SPRING",13,0.0107453721160894,0.0081,32.6589150134498,32.6589150134498
1979,"SPRING",1,0.0155653564414153,0.0168,-7.34906880109925,7.34906880109925
1979,"SPRING",2,0.0168350385776724,0.0149,12.9868360917613,12.9868360917613
1979,"SPRING",3,0.0139332275871468,0.0113,23.3028990012989,23.3028990012989
1979,"SPRING",4,0.0228479427890116,0.0337,-32.2019501809745,32.2019501809745
1979,"SPRING",5,0.11436074939735,0.1078,6.08603840199463,6.08603840199463
1979,"SPRING",6,0.0482105775399306,0.0557,-13.4460008259774,13.4460008259774
1979,"SPRING",7,0.0294443165484317,0.0237,24.2376225672223,24.2376225672223
1979,"SPRING",8,0.038242246379724,0.0278,37.5620373371369,37.5620373371369
1979,"SPRING",9,0.0195395510728005,0.0093,110.102699707532,110.102699707532
1979,"SPRING",10,0.044703007210101,0.0539,-17.0630664005547,17.0630664005547
1979,"SPRING",12,0.0210600363657084,0.0204,3.23547238092338,3.23547238092338
1979,"SPRING",14,0,0.0093,-100,100
1980,"SPRING",3,0.0154781534976495,0.017,-8.95203824912087,8.95203824912087
1980,"SPRING",4,0.0196204067677762,0.0169,16.0970814661315,16.0970814661315
1980,"SPRING",5,0.0576464517326809,0.0643,-10.3476644903875,10.3476644903875
1980,"SPRING",6,0.217368508282192,0.2042,6.44882873760617,6.44882873760617
1980,"SPRING",7,0.0196201181573162,0.0204,-3.8229502092342,3.8229502092342
1980,"SPRING",8,0.00601782652500714,0.0198,-69.6069367423882,69.6069367423882
1980,"SPRING",9,0.0649700105952691,0.0639,1.67450797381701,1.67450797381701
1980,"SPRING",10,0.00601793001180106,0.0051,17.9986276823737,17.9986276823737
1980,"SPRING",13,0.0136202854964907,0.0097,40.4153143968112,40.4153143968112
1980,"SPRING",14,0.00601788705861919,0.0051,17.9977854631213,17.9977854631213
1981,"SPRING",2,0.215207566425407,0.2865,-24.8839209684442,24.8839209684442
1981,"SPRING",3,2.86990141538989,2.4664,16.359934130307,16.359934130307
1981,"SPRING",4,0.212597027655975,0.1877,13.2642661992407,13.2642661992407
1981,"SPRING",6,0.362032590602399,0.5583,-35.1544706067708,35.1544706067708
1981,"SPRING",7,3.62121478188181,3.2036,13.0357966625611,13.0357966625611
1981,"SPRING",8,1.08793817371234,1.1232,-3.13940761108096,3.13940761108096
1981,"SPRING",9,0.265840471292499,0.284,-6.39420024912012,6.39420024912012
1981,"SPRING",10,0.0868552074565111,0.1172,-25.891461214581,25.891461214581
1981,"SPRING",11,0,0.199,-100,100
1981,"SPRING",12,0.603328770200615,0.7188,-16.0644448802706,16.0644448802706
1981,"SPRING",14,0.500524970476106,0.6765,-26.0125690353132,26.0125690353132
1982,"SPRING",2,0.275365143321694,0.2668,3.2103235838432,3.2103235838432
1982,"SPRING",3,0,0.0035,-100,100
1982,"SPRING",4,0.250625144013199,0.199,25.9422834237183,25.9422834237183
1982,"SPRING",5,0,0.0168,-100,100
1982,"SPRING",6,0.0219911850021912,0.0381,-42.2803543249575,42.2803543249575
1982,"SPRING",7,0.0260976926508007,0.0204,27.9298659352975,27.9298659352975
1982,"SPRING",8,0.0745116258466527,0.1031,-27.7287819140129,27.7287819140129
1982,"SPRING",9,0.19609683442,0.1731,13.285288515309,13.285288515309
1982,"SPRING",10,0.0249157892722384,0.0143,74.2362886170515,74.2362886170515
1982,"SPRING",13,0,0.0143,-100,100
1983,"SPRING",1,0.284023097462752,0.2741,3.62024715897568,3.62024715897568
1983,"SPRING",2,0.331521581767788,0.3414,-2.89350270422138,2.89350270422138
1984,"SPRING",1,0,0.1911,-100,100
1984,"SPRING",2,10.002532649823,10.1196,-1.15683772260739,1.15683772260739
1984,"SPRING",3,0,0.4939,-100,100
1984,"SPRING",4,0,0.2243,-100,100
