"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1968,"FALL",13,0.00780572864579326,0.01202,-35.0604937953971,35.0604937953971
1968,"FALL",14,0.00780572864579326,0.01202,-35.0604937953971,35.0604937953971
1968,"FALL",16,0.0108578152735396,0.01672,-35.0609134357682,35.0609134357682
1968,"FALL",17,0.0291150601328307,0.04484,-35.069000595828,35.069000595828
1968,"FALL",18,0.036920788778624,0.05686,-35.0672022887373,35.0672022887373
1968,"FALL",19,0.131900402595071,0.20313,-35.0660155589665,35.0660155589665
1968,"FALL",20,0.477580554629558,0.73547,-35.0645771235321,35.0645771235321
1968,"FALL",21,0.32567337088608,0.50154,-35.0653246229454,35.0653246229454
1968,"FALL",22,0.169371091223541,0.26083,-35.0645664902268,35.0645664902268
1968,"FALL",23,0.165445319155605,0.25479,-35.0660076315379,35.0660076315379
1968,"FALL",24,0.242116516085283,0.37286,-35.0650335017747,35.0650335017747
1968,"FALL",25,0.403788097659934,0.62183,-35.064551781044,35.064551781044
1968,"FALL",26,0.52543460608081,0.80917,-35.0649917717155,35.0649917717155
1968,"FALL",27,0.504716545147347,0.77726,-35.0646443728807,35.0646443728807
1968,"FALL",28,0.462073720770544,0.71159,-35.0646129413646,35.0646129413646
1968,"FALL",29,0.318009419527998,0.48973,-35.0643375884676,35.0643375884676
1968,"FALL",30,0.196649884748969,0.30284,-35.0647587013046,35.0647587013046
1968,"FALL",31,0.118514529607691,0.18251,-35.0640898538762,35.0640898538762
1968,"FALL",32,0.0907944485758164,0.13982,-35.0633324447029,35.0633324447029
1968,"FALL",33,0.00780572864579326,0.01202,-35.0604937953971,35.0604937953971
1968,"FALL",34,0.0108578152735396,0.01672,-35.0609134357682,35.0609134357682
1968,"FALL",37,0.0108578152735396,0.01672,-35.0609134357682,35.0609134357682
1969,"FALL",14,0.0109280201041106,0.02104,-48.0607409500448,48.0607409500448
1969,"FALL",16,0.0218560402082211,0.04207,-48.0483950363177,48.0483950363177
1969,"FALL",17,0.0327840603123317,0.06311,-48.0525109929778,48.0525109929778
1969,"FALL",18,0.0109280201041106,0.02104,-48.0607409500448,48.0607409500448
1969,"FALL",19,0.0109280201041106,0.02104,-48.0607409500448,48.0607409500448
1969,"FALL",20,0.0159091725004488,0.02871,-44.5866509911224,44.5866509911224
1969,"FALL",21,0.0435725825063466,0.0671,-35.0632153407651,35.0632153407651
1969,"FALL",22,0.177339282508911,0.2731,-35.0643418129217,35.0643418129217
