"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
2009,"FALL",25,0.00659310461453907,0.05095,-87.0596572825533,87.0596572825533
2009,"FALL",26,0.0197180121335109,0.12122,-83.733697299529,83.733697299529
2009,"FALL",27,0.041199505358615,0.20629,-80.0283555389912,80.0283555389912
2009,"FALL",28,0.0968514173378147,0.40642,-76.169623212978,76.169623212978
2009,"FALL",29,0.147700128944976,0.53727,-72.5091427131654,72.5091427131654
2009,"FALL",30,0.254810070391274,0.83292,-69.4076177314419,69.4076177314419
2009,"FALL",31,0.267320375420128,0.81074,-67.0276074425675,67.0276074425675
2009,"FALL",32,0.387228634240176,1.11973,-65.4176779902141,65.4176779902141
2009,"FALL",33,0.195551134081637,0.55141,-64.5361647264944,64.5361647264944
2009,"FALL",34,0.275138193079248,0.77009,-64.2719431392112,64.2719431392112
2009,"FALL",35,0.222801329612954,0.62709,-64.4705975836078,64.4705975836078
2009,"FALL",36,0.342642209398186,0.97785,-64.9596349748749,64.9596349748749
2009,"FALL",37,0.247548460058765,0.71972,-65.6048935615566,65.6048935615566
2009,"FALL",38,0.179657080347517,0.53374,-66.3399632128907,66.3399632128907
2009,"FALL",39,0.210464360454055,0.63985,-67.107234437125,67.107234437125
2009,"FALL",40,0.175727045007754,0.52224,-66.3512858058069,66.3512858058069
2009,"FALL",41,0.18197439068214,0.57827,-68.5312413436388,68.5312413436388
2009,"FALL",42,0.25775757287505,0.83403,-69.0949278952735,69.0949278952735
2009,"FALL",43,0.21616938296658,0.70885,-69.5042134490259,69.5042134490259
2009,"FALL",44,0.0996406451476525,0.32937,-69.7481115014566,69.7481115014566
2009,"FALL",45,0.141994842200943,0.47089,-69.8454326486138,69.8454326486138
2009,"FALL",46,0.14553025979242,0.48216,-69.8170192897752,69.8170192897752
2009,"FALL",47,0.166093284291965,0.54779,-69.67938730317,69.67938730317
2009,"FALL",48,0.0842882660071448,0.2759,-69.4497042380773,69.4497042380773
2009,"FALL",49,0.112654719559089,0.33967,-66.8340684902732,66.8340684902732
2009,"FALL",50,0.0903895156780565,0.26438,-65.8107588781086,65.8107588781086
2009,"FALL",51,0.0333565857061323,0.10545,-68.367391459334,68.367391459334
