"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
2009,"SPRING",1,1.63734122044415,1.7728,-7.64095101285255,7.64095101285255
2009,"SPRING",2,1.35844305025173,1.5486,-12.2792812700679,12.2792812700679
2009,"SPRING",3,1.03943148054336,1.1296,-7.98234060345622,7.98234060345622
2009,"SPRING",4,0.561592318142584,0.598,-6.08824111328018,6.08824111328018
2009,"SPRING",5,0.338375324538056,0.3882,-12.8347953276518,12.8347953276518
2009,"SPRING",6,0.103855499197159,0.1111,-6.5207027928365,6.5207027928365
2009,"SPRING",7,0.0428621115612694,0.0492,-12.8818870705907,12.8818870705907
2009,"SPRING",8,0.025584230991447,0.029,-11.7785138225966,11.7785138225966
2009,"SPRING",9,0.0192974340978935,0.0218,-11.479660101406,11.479660101406
2009,"SPRING",10,0.00633837014351897,0.0072,-11.9670813400143,11.9670813400143
2010,"SPRING",1,1.74969611232318,1.9444,-10.0135716764463,10.0135716764463
2010,"SPRING",2,1.65588725125697,1.8709,-11.4924768155985,11.4924768155985
2010,"SPRING",3,1.35178666257122,1.52,-11.0666669361038,11.0666669361038
2010,"SPRING",4,0.823676589121436,0.9385,-12.2347800616477,12.2347800616477
2010,"SPRING",5,0.412308536824042,0.4676,-11.8245216372879,11.8245216372879
2010,"SPRING",6,0.17306127362983,0.1958,-11.6132412513639,11.6132412513639
2010,"SPRING",7,0.0902245115016479,0.1021,-11.6312326134692,11.6312326134692
2010,"SPRING",8,0.0550810670658156,0.0623,-11.5873722860103,11.5873722860103
2010,"SPRING",9,0.019068742469402,0.0216,-11.7187848638797,11.7187848638797
2010,"SPRING",10,0.0135929495987204,0.0154,-11.7340935148025,11.7340935148025
2010,"SPRING",11,0.00814537665320848,0.0092,-11.463297247734,11.463297247734
2010,"SPRING",12,0.0043598198998034,0.0049,-11.0240836774816,11.0240836774816
2011,"SPRING",1,1.32070514678498,1.478,-10.6424122608268,10.6424122608268
2011,"SPRING",2,2.15530790849268,2.444,-11.8122787032456,11.8122787032456
2011,"SPRING",3,1.94645387510863,2.1827,-10.8235728634888,10.8235728634888
2011,"SPRING",4,0.931152541093009,1.0608,-12.2216684489999,12.2216684489999
2011,"SPRING",5,0.555386848265444,0.6312,-12.0109555979968,12.0109555979968
2011,"SPRING",6,0.141474942845107,0.1601,-11.6333898531501,11.6333898531501
2011,"SPRING",7,0.0674240438744844,0.0764,-11.7486336721408,11.7486336721408
2011,"SPRING",8,0.0518603104806511,0.0586,-11.501176654179,11.501176654179
2011,"SPRING",9,0.0361862409368593,0.0409,-11.5250832839627,11.5250832839627
2011,"SPRING",10,0.0323115321127923,0.0366,-11.7171253748845,11.7171253748845
2011,"SPRING",11,0.00407444986999811,0.0046,-11.4250028261281,11.4250028261281
2012,"SPRING",1,0.482002686330798,0.4764,1.1760466689333,1.1760466689333
2012,"SPRING",3,2.37153342089283,2.6134,-9.25486259689167,9.25486259689167
2012,"SPRING",4,1.26564053628579,1.4613,-13.3894110527753,13.3894110527753
2012,"SPRING",5,0.508202900925784,0.6038,-15.8325768589295,15.8325768589295
2012,"SPRING",6,0.215086159484051,0.2451,-12.2455489661153,12.2455489661153
2012,"SPRING",7,0.103821934601731,0.1128,-7.95927783534499,7.95927783534499
2012,"SPRING",8,0.0500796052244645,0.0543,-7.77236606912617,7.77236606912617
2012,"SPRING",9,0.0178507069325289,0.0202,-11.6301637003521,11.6301637003521
2012,"SPRING",10,0.0154711323301595,0.0175,-11.5935295419456,11.5935295419456
2012,"SPRING",11,0.0151205348649702,0.0171,-11.5758195030984,11.5758195030984
2013,"SPRING",1,0.768328354666462,0.8054,-4.60288618494383,4.60288618494383
2013,"SPRING",2,0.682780463695488,0.7559,-9.67317585719169,9.67317585719169
2013,"SPRING",3,1.29632746417146,1.4407,-10.0209992245814,10.0209992245814
2013,"SPRING",4,1.64725178802751,1.8547,-11.185000915107,11.185000915107
2013,"SPRING",5,0.493052549648428,0.5704,-13.5602121934733,13.5602121934733
2013,"SPRING",6,0.209506911665102,0.2288,-8.43229385266541,8.43229385266541
2013,"SPRING",7,0.0660233330650367,0.0756,-12.6675488557715,12.6675488557715
2013,"SPRING",8,0.0376033890468858,0.0434,-13.3562464357471,13.3562464357471
2013,"SPRING",9,0.0124255747916094,0.0141,-11.8753560878765,11.8753560878765
2013,"SPRING",10,0.00421977719999155,0.0048,-12.087975000176,12.087975000176
2013,"SPRING",11,0.00843162745471072,0.0096,-12.1705473467633,12.1705473467633
2013,"SPRING",12,0.00744868624093684,0.0085,-12.3683971654489,12.3683971654489
2014,"SPRING",2,0.544847935744577,0.6418,-15.1062736452825,15.1062736452825
2014,"SPRING",3,0.907675277837884,0.9377,-3.20195394711702,3.20195394711702
2014,"SPRING",4,1.08064853336329,1.173,-7.87310031003486,7.87310031003486
2014,"SPRING",5,0.723672810904372,0.8173,-11.4556697780042,11.4556697780042
2014,"SPRING",6,0.124961636222549,0.1368,-8.65377469111947,8.65377469111947
2014,"SPRING",7,0.0636628010793223,0.0727,-12.430810069708,12.430810069708
2014,"SPRING",8,0.0237647095132909,0.0241,-1.39124683281781,1.39124683281781
2014,"SPRING",9,0.00916913727913291,0.0102,-10.1064972634028,10.1064972634028
2014,"SPRING",10,0.00429546446569581,0.0048,-10.5111569646707,10.5111569646707
2014,"SPRING",11,0.00349192492361415,0.0039,-10.463463497073,10.463463497073
2014,"SPRING",12,0.00778738938930996,0.0087,-10.4897771343683,10.4897771343683
