"YEAR","SEASON","LENGTH","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1968,"FALL",3,4.25658093602893,0.97763,335.397945647017,335.397945647017
1968,"FALL",4,34.9316379963983,8.02288,335.400230296331,335.400230296331
1968,"FALL",5,60.6146756152447,13.92161,335.399897104176,335.399897104176
1968,"FALL",6,32.5429745251387,7.47427,335.400039403697,335.400039403697
1968,"FALL",7,19.1901311093732,4.40747,335.400152681089,335.400152681089
1968,"FALL",8,8.95786869585802,2.05739,335.399642063878,335.399642063878
1968,"FALL",9,4.16924598851164,0.95757,335.398559740973,335.398559740973
1968,"FALL",10,2.11692266779333,0.4862,335.401618221582,335.401618221582
1968,"FALL",11,1.71577545103962,0.39407,335.398647712238,335.398647712238
1968,"FALL",12,1.03633817408736,0.23802,335.39961939642,335.39961939642
1968,"FALL",13,1.88823918059264,0.43368,335.399183866592,335.399183866592
1968,"FALL",14,2.46837431568728,0.56692,335.400817696902,335.400817696902
1968,"FALL",15,4.26388772926536,0.9793,335.401585751594,335.401585751594
1968,"FALL",16,7.04892945054221,1.61895,335.401306435789,335.401306435789
1968,"FALL",17,7.01926205094553,1.61214,335.400278570442,335.400278570442
1968,"FALL",18,6.51319765917856,1.49591,335.400368951244,335.400368951244
1968,"FALL",19,4.27962052024247,0.98292,335.398661156805,335.398661156805
1968,"FALL",20,3.62060299434571,0.83156,335.39888815548,335.39888815548
1968,"FALL",21,3.07764203650267,0.70685,335.402424347835,335.402424347835
1968,"FALL",22,3.69282849467682,0.84815,335.398042171411,335.398042171411
1968,"FALL",23,5.24985592291949,1.20575,335.401693793862,335.401693793862
1968,"FALL",24,5.74305878182597,1.31903,335.400163895133,335.400163895133
1968,"FALL",25,5.46857401694189,1.25599,335.399487013582,335.399487013582
1968,"FALL",26,5.19051627787816,1.19213,335.398511729271,335.398511729271
1968,"FALL",27,4.38584933583836,1.00731,335.402143911841,335.402143911841
1968,"FALL",28,4.50513463648649,1.03471,335.400705172125,335.400705172125
1968,"FALL",29,4.53847686625975,1.04237,335.399797217854,335.399797217854
1968,"FALL",30,4.27465604217793,0.98178,335.39856609199,335.39856609199
1968,"FALL",31,2.96062561779168,0.67998,335.39892611425,335.39892611425
1968,"FALL",32,2.6895855053052,0.61773,335.398233096208,335.398233096208
1968,"FALL",33,1.51811321880927,0.34867,335.401158347226,335.401158347226
1968,"FALL",34,1.39460410932223,0.3203,335.405591421241,335.405591421241
1968,"FALL",35,1.11071914487503,0.2551,335.405388034117,335.405388034117
1968,"FALL",36,0.79473081032814,0.18253,335.397364996516,335.397364996516
1968,"FALL",37,0.399291909303657,0.09171,335.385355254232,335.385355254232
1968,"FALL",38,0.66482676572908,0.15269,335.409500117283,335.409500117283
1968,"FALL",39,0.608690785337804,0.1398,335.401134004152,335.401134004152
1968,"FALL",40,0.572479161235613,0.13148,335.411592056292,335.411592056292
1968,"FALL",41,0.553613436351051,0.12715,335.40183747625,335.40183747625
1968,"FALL",42,0.375161543348046,0.08616,335.424261081762,335.424261081762
1968,"FALL",43,0.215582550812186,0.04951,335.432338542084,335.432338542084
1968,"FALL",44,0.352055515103572,0.08086,335.388962532243,335.388962532243
1968,"FALL",45,0.115231469246005,0.02647,335.328557786192,335.328557786192
1968,"FALL",46,0.107579782098649,0.02471,335.369413592266,335.369413592266
1968,"FALL",47,0.184558313781541,0.04239,335.38172630701,335.38172630701
1968,"FALL",48,0.077697580971387,0.01785,335.280565666033,335.280565666033
1968,"FALL",49,0.0865794611795798,0.01989,335.291408645449,335.291408645449
1968,"FALL",51,0.0428410237048623,0.00984,335.376257163235,335.376257163235
1968,"FALL",52,0.0437384374747175,0.01005,335.208333081766,335.208333081766
1968,"FALL",54,0.0348439766996575,0.008,335.549708745719,335.549708745719
1969,"FALL",2,1.26882565195113,0.29142,335.394156870199,335.394156870199
1969,"FALL",3,18.8438944326085,4.32795,335.400003064002,335.400003064002
1969,"FALL",4,34.4941085257799,7.9224,335.399733991971,335.399733991971
1969,"FALL",5,23.0743623985329,5.29958,335.399831657092,335.399831657092
1969,"FALL",6,17.4896235274729,4.01691,335.399934961771,335.399934961771
1969,"FALL",7,13.070481631803,3.00195,335.399711247791,335.399711247791
1969,"FALL",8,5.41475565653569,1.24363,335.399247086006,335.399247086006
1969,"FALL",9,1.7113540807062,0.39305,335.403658747284,335.403658747284
1969,"FALL",10,0.355399616155623,0.08163,335.378679597725,335.378679597725
1969,"FALL",11,0.313675467220409,0.07204,335.418471988353,335.418471988353
1969,"FALL",14,0.0447267108941686,0.01027,335.508382611184,335.508382611184
1969,"FALL",16,0.0749717914835091,0.01722,335.376257163235,335.376257163235
1969,"FALL",17,0.0749717914835091,0.01722,335.376257163235,335.376257163235
1969,"FALL",18,0.151507207644526,0.0348,335.365539208408,335.365539208408
