"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1975,"FALL",3,0.634150805031442,0.7111,-10.8211496229164,10.8211496229164
1975,"FALL",5,0.203297590844773,0.172,18.1962737469613,18.1962737469613
1975,"FALL",10,1.33911315344134,1.1592,15.5204583714061,15.5204583714061
1975,"FALL",11,1.48954720970054,1.7997,-17.233582835998,17.233582835998
1975,"FALL",12,6.42592133494155,6.3322,1.48007540730788,1.48007540730788
1975,"FALL",13,2.75561860952205,2.848,-3.24372859824267,3.24372859824267
1975,"FALL",14,3.44038876156904,3.3972,1.2713046499777,1.2713046499777
1975,"FALL",15,2.27421265821202,2.391,-4.884455950982,4.884455950982
1975,"FALL",17,3.5956366704781,3.3166,8.41333505632585,8.41333505632585
1975,"FALL",18,2.12224031276559,1.9606,8.24443092755231,8.24443092755231
1975,"FALL",19,1.19134228199355,1.5424,-22.7604848292565,22.7604848292565
1975,"FALL",20,2.06472931813403,1.9111,8.03879012788629,8.03879012788629
1975,"FALL",21,0.968500989996002,1.008,-3.91855257976171,3.91855257976171
1975,"FALL",22,3.98163166333036,4.1134,-3.20339224655123,3.20339224655123
1975,"FALL",23,1.99942387529902,1.8038,10.8450978655629,10.8450978655629
1975,"FALL",24,1.66209099480632,1.4981,10.9465986787479,10.9465986787479
1975,"FALL",25,1.57526459684894,1.719,-8.36157086393592,8.36157086393592
1975,"FALL",26,1.64777508436447,1.6226,1.5515274475821,1.5515274475821
1975,"FALL",27,1.32101718300811,1.3934,-5.19469046877343,5.19469046877343
1975,"FALL",28,0.50354557793776,0.4148,21.3947873524012,21.3947873524012
1975,"FALL",29,0.615076485094225,0.7304,-15.7890902116341,15.7890902116341
1975,"FALL",30,1.5133629803217,1.4338,5.5490989204698,5.5490989204698
1975,"FALL",31,0.353844281565109,0.3104,13.9962247310273,13.9962247310273
1975,"FALL",32,1.2834834232975,1.1846,8.34741037459913,8.34741037459913
1975,"FALL",33,1.3550056230543,1.2647,7.14047782512042,7.14047782512042
1975,"FALL",34,0.733564904587623,0.6834,7.3404894041005,7.3404894041005
1975,"FALL",35,0.960829505035751,0.8436,13.8963377235361,13.8963377235361
1975,"FALL",36,0.524198456449318,0.8541,-38.6256344164246,38.6256344164246
1975,"FALL",37,0.337677382164215,0.2869,17.6986344246129,17.6986344246129
1975,"FALL",38,0.311655404892863,0.3827,-18.5640436653087,18.5640436653087
1975,"FALL",39,0.245396993970287,0.1838,33.5130543907981,33.5130543907981
1975,"FALL",40,0.257148669495896,0.1989,29.285404472547,29.285404472547
1975,"FALL",41,0.421081639726626,0.5047,-16.5679334799631,16.5679334799631
1975,"FALL",42,0.091872766247606,0.084,9.3723407709595,9.3723407709595
1975,"FALL",43,0,0.1399,-100,100
1975,"FALL",45,0.0918749981172232,0.0839,9.50536128393705,9.50536128393705
1975,"FALL",50,0.206430858522465,0.1769,16.6935322342934,16.6935322342934
1975,"FALL",58,0.114130363202087,0.0916,24.5964663778239,24.5964663778239
1976,"FALL",3,0,0.0606,-100,100
1976,"FALL",4,0.370063462122099,0.353,4.83384196093458,4.83384196093458
1976,"FALL",6,0.153266310935076,0.1122,36.6009901382136,36.6009901382136
1976,"FALL",11,0.583897448980681,0.5453,7.07820447105833,7.07820447105833
1976,"FALL",12,0.11290816303357,0.096,17.612669826635,17.612669826635
1976,"FALL",13,2.08698932747565,2.6596,-21.5299545993515,21.5299545993515
1976,"FALL",15,0.802179912499154,0.7674,4.53217520187052,4.53217520187052
1976,"FALL",16,0.674614508732717,0.8074,-16.4460603501713,16.4460603501713
1976,"FALL",17,1.75144817689065,1.8145,-3.47488691702111,3.47488691702111
1976,"FALL",18,1.26316473189751,1.0993,14.9062796231704,14.9062796231704
1976,"FALL",19,0.882543941913304,0.9179,-3.85184204016739,3.85184204016739
1976,"FALL",20,0.882239591214529,0.7453,18.3737543559008,18.3737543559008
1976,"FALL",21,0.577603284945563,0.5146,12.2431568102531,12.2431568102531
1976,"FALL",22,0.114118038725216,0.1662,-31.336920141266,31.336920141266
1976,"FALL",25,0.485558123985114,0.3945,23.0819072205613,23.0819072205613
1976,"FALL",26,0.486419275441289,0.4633,4.99013068018335,4.99013068018335
1976,"FALL",27,1.23338860193611,1.1244,9.69304535184145,9.69304535184145
1976,"FALL",28,0.787634997527603,0.6772,16.3075897116957,16.3075897116957
1976,"FALL",29,0.399753975872243,0.4066,-1.68372457642814,1.68372457642814
1976,"FALL",30,0.551943439924989,0.457,20.7753697866497,20.7753697866497
1976,"FALL",31,0.207786935232124,0.1662,25.0222233646955,25.0222233646955
1976,"FALL",32,0.51241040401691,0.4561,12.3460653402566,12.3460653402566
1976,"FALL",33,0.411897710697393,0.5432,-24.1719972942943,24.1719972942943
1976,"FALL",34,0.0663560335371661,0.063,5.32703736058106,5.32703736058106
1976,"FALL",35,0.422752311894772,0.3819,10.6971227794638,10.6971227794638
1976,"FALL",36,0.506855020497668,0.5157,-1.71514048910835,1.71514048910835
1976,"FALL",37,0.216095978502433,0.1916,12.7849574647356,12.7849574647356
1976,"FALL",38,0.0254033564472019,0.0115,120.898751714799,120.898751714799
1976,"FALL",39,0.263018420768459,0.2465,6.70118489592646,6.70118489592646
1976,"FALL",40,0.49851268467364,0.3934,26.7190352500356,26.7190352500356
1976,"FALL",41,0.22660568276464,0.1894,19.6439718926294,19.6439718926294
1976,"FALL",42,0.198719850760144,0.1576,26.0912758630357,26.0912758630357
1976,"FALL",43,0.0663559977869623,0.2669,-75.1382548568893,75.1382548568893
