"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1980,"SPRING",1,0.118530444120807,0.0836,41.782827895702,41.782827895702
1980,"SPRING",2,0.545651485227635,0.3931,38.807297183321,38.807297183321
1980,"SPRING",3,0.631163876614362,0.4685,34.720144421422,34.720144421422
1980,"SPRING",4,0.388216769073404,0.2441,59.0400528772649,59.0400528772649
1980,"SPRING",5,0.34362766435267,0.269,27.742626153409,27.742626153409
1980,"SPRING",6,0.141462845988378,0.0919,53.9312796391494,53.9312796391494
1980,"SPRING",8,0.0865909521129541,0.0704,22.9985115240825,22.9985115240825
1980,"SPRING",9,0,0.0093,-100,100
1981,"SPRING",1,0.0666453192639452,0.0482,38.2682972281021,38.2682972281021
1981,"SPRING",2,0.145672915615514,0.1155,26.1237364636481,26.1237364636481
1981,"SPRING",3,1.06826870555703,0.7235,47.652896414241,47.652896414241
1981,"SPRING",4,0.714090466216084,0.555,28.6649488677628,28.6649488677628
1981,"SPRING",5,0.228305055729913,0.1203,89.779763699013,89.779763699013
1981,"SPRING",6,0.167281272605827,0.1036,61.4684098511847,61.4684098511847
1981,"SPRING",7,0.226999716965984,0.2245,1.11345967304391,1.11345967304391
1981,"SPRING",8,0.0167228587965167,0.0122,37.0726130862026,37.0726130862026
1981,"SPRING",9,0.0191030511067276,0.0146,30.842815799504,30.842815799504
1982,"SPRING",2,0.627116118888771,0.8874,-29.3310661608326,29.3310661608326
1982,"SPRING",3,0.341875864008049,0.503,-32.0326314099307,32.0326314099307
1982,"SPRING",4,0.409260250817989,0.5992,-31.6988900504024,31.6988900504024
1982,"SPRING",5,0.114260528621991,0.1737,-34.2196150708169,34.2196150708169
1982,"SPRING",6,0.0830294681685603,0.1374,-39.5709838656766,39.5709838656766
1982,"SPRING",7,0.0146935688626006,0.0376,-60.9213594079771,60.9213594079771
1982,"SPRING",8,0.022094373767658,0.0161,37.2321352028445,37.2321352028445
1982,"SPRING",9,0.022094373767658,0.0323,-31.5963660444026,31.5963660444026
1982,"SPRING",11,0.022094373767658,0.0323,-31.5963660444026,31.5963660444026
1983,"SPRING",2,0.646298516813242,0.9653,-33.0468748769044,33.0468748769044
1983,"SPRING",3,2.30271672179449,3.3615,-31.4973457743719,31.4973457743719
1983,"SPRING",4,1.00519457603557,1.411,-28.7601292675007,28.7601292675007
1983,"SPRING",5,0.472222838791939,0.6283,-24.8411843399747,24.8411843399747
1983,"SPRING",6,0.443922782407132,0.7228,-38.5829022679674,38.5829022679674
1983,"SPRING",7,0.36313248867217,0.5554,-34.6178450356193,34.6178450356193
1983,"SPRING",8,0.248344515746932,0.3983,-37.6488787981592,37.6488787981592
1983,"SPRING",9,0.026367085195374,0.0331,-20.3411323402599,20.3411323402599
1983,"SPRING",10,0.0725135698214001,0.0872,-16.8422364433485,16.8422364433485
1983,"SPRING",12,0.0356433533038269,0.0498,-28.4270013979379,28.4270013979379
1983,"SPRING",13,0.0618408882085721,0.0783,-21.0205770005465,21.0205770005465
1984,"SPRING",1,0.022946424076421,0.0323,-28.9584393918854,28.9584393918854
1984,"SPRING",2,0.10967865441165,0.1675,-34.520206321403,34.520206321403
1984,"SPRING",3,1.41951852267547,1.8972,-25.1782351530954,25.1782351530954
1984,"SPRING",4,0.931803348722528,1.4846,-37.2353934580002,37.2353934580002
1984,"SPRING",5,0.251114861542474,0.36,-30.2458717937573,30.2458717937573
1984,"SPRING",6,0.198809978087136,0.3511,-43.3751130483806,43.3751130483806
1984,"SPRING",7,0.297361466822022,0.4272,-30.3929150697515,30.3929150697515
1984,"SPRING",8,0.175680694647929,0.236,-25.5590276915556,25.5590276915556
1984,"SPRING",10,0.0485718899147334,0.063,-22.9017620401058,22.9017620401058
1984,"SPRING",11,0.016327372860393,0.0332,-50.8211660831535,50.8211660831535
1984,"SPRING",13,0,0.0157,-100,100
1984,"SPRING",15,0.0366247023912805,0.055,-33.4096320158536,33.4096320158536
1985,"SPRING",2,1.58074206453139,1.5599,1.33611542607776,1.33611542607776
1985,"SPRING",3,0.6694827935913,0.7062,-5.1992645721751,5.1992645721751
1985,"SPRING",4,0.626242936951647,0.5999,4.39122136216812,4.39122136216812
1985,"SPRING",5,0.358922574675216,0.3645,-1.53015783944693,1.53015783944693
1985,"SPRING",6,0.230329554883315,0.2467,-6.63577021349191,6.63577021349191
1985,"SPRING",8,0.0331418042580949,0.0221,49.9629151949995,49.9629151949995
1986,"SPRING",1,0.16058365214421,0.2022,-20.5817744093918,20.5817744093918
1986,"SPRING",2,0.802839073862252,0.7094,13.1715638373628,13.1715638373628
1986,"SPRING",3,0.718130622567567,0.7796,-7.88473286716686,7.88473286716686
1986,"SPRING",4,0.169841021865393,0.1745,-2.66990150980322,2.66990150980322
1986,"SPRING",5,0.161469755798745,0.1473,9.61965770451114,9.61965770451114
1987,"SPRING",1,0.108386551989304,0.1349,-19.6541497484776,19.6541497484776
1987,"SPRING",2,1.55755987546309,1.5076,3.31386809917005,3.31386809917005
1987,"SPRING",4,0.260214377222225,0.2845,-8.53624702206496,8.53624702206496
