"YEAR","SEASON","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1968,"FALL",0.595666380450303,0.9064,-34.2821733836823,34.2821733836823
1969,"FALL",0.358954175001319,0.5462,-34.2815497983671,34.2815497983671
1970,"FALL",0.0840216916826164,0.1279,-34.3067305061639,34.3067305061639
1971,"FALL",0.226384151928123,0.3445,-34.2861678002546,34.2861678002546
1972,"FALL",0.843446260621189,1.2023,-29.8472710121277,29.8472710121277
1973,"FALL",1.46040387591782,2.085,-29.9566486370352,29.9566486370352
1974,"FALL",1.72546222650406,2.408,-28.344591922589,28.344591922589
1975,"FALL",2.57148523712293,3.5389,-27.3365950684413,27.3365950684413
1976,"FALL",1.48495257676445,2.0361,-27.0687796884018,27.0687796884018
1977,"FALL",1.87390776740267,2.4962,-24.9295822689422,24.9295822689422
1978,"FALL",0.517915358031568,0.6842,-24.3035138802151,24.3035138802151
1979,"FALL",1.00210664321138,1.3366,-25.0256888215337,25.0256888215337
1980,"FALL",1.44217563394283,1.9906,-27.5507066239912,27.5507066239912
1981,"FALL",0.897716251309201,1.2186,-26.3321638512062,26.3321638512062
1982,"FALL",1.14317413112991,1.6074,-28.880544287053,28.880544287053
1983,"FALL",1.34458652899934,1.8903,-28.8691462202118,28.8691462202118
1984,"FALL",1.01674630178193,1.39,-26.8527840444654,26.8527840444654
1985,"FALL",0.901367237923573,1.2652,-28.7569366168533,28.7569366168533
1986,"FALL",0.678635960774223,0.9584,-29.1907386504358,29.1907386504358
1987,"FALL",0.40496993410597,0.5737,-29.4108533892331,29.4108533892331
1988,"FALL",0.420149326346662,0.5959,-29.4933166056953,29.4933166056953
1989,"FALL",0.288307204171062,0.4063,-29.0408062586607,29.0408062586607
1990,"FALL",0.417494019292077,0.5888,-29.0940863974054,29.0940863974054
1991,"FALL",0.773548622592053,1.0906,-29.0712797916695,29.0712797916695
1992,"FALL",1.10366530408112,1.4896,-25.908612776509,25.908612776509
1993,"FALL",0.496017153743668,0.6984,-28.9780707698069,28.9780707698069
1994,"FALL",0.728818308947529,0.9872,-26.1731858845696,26.1731858845696
1995,"FALL",1.13208892901196,1.5471,-26.8250966962732,26.8250966962732
1996,"FALL",0.891915224267788,1.2589,-29.1512253341975,29.1512253341975
1997,"FALL",1.44182192550495,1.9263,-25.1507072883272,25.1507072883272
1998,"FALL",2.13209908190682,2.9667,-28.1322991233754,28.1322991233754
1999,"FALL",1.81276190136406,2.4703,-26.6177427290587,26.6177427290587
2000,"FALL",1.55869208296398,2.1712,-28.2105709762353,28.2105709762353
2001,"FALL",1.44779827444452,2.0401,-29.0329751264879,29.0329751264879
2002,"FALL",1.32349714234145,1.7654,-25.031316282913,25.031316282913
2003,"FALL",1.43060291563875,2.0101,-28.8292664226281,28.8292664226281
2004,"FALL",2.09962005044846,2.8148,-25.4078424595545,25.4078424595545
2005,"FALL",1.40410274479765,1.8707,-24.9423881542925,24.9423881542925
2006,"FALL",1.50003605035989,2.0305,-26.124794367895,26.124794367895
2007,"FALL",1.66647173637928,2.3187,-28.1290491922507,28.1290491922507
2008,"FALL",1.31057090527774,1.7657,-25.7761281487375,25.7761281487375
2009,"FALL",3.92839697873922,3.0625,28.2741870608723,28.2741870608723
2010,"FALL",2.33089000673807,1.6936,37.6293107426827,37.6293107426827
2011,"FALL",3.44986136165182,2.6004,32.6665652073459,32.6665652073459
2012,"FALL",2.65884306004838,1.8515,43.6048101565422,43.6048101565422
2013,"FALL",2.14689674875889,1.575,36.3109046831039,36.3109046831039
2014,"FALL",3.25867439045402,2.3694,37.5316278574331,37.5316278574331
2015,"FALL",2.39345661981692,1.8569,28.8952889125383,28.8952889125383
2016,"FALL",2.51033340978836,1.3712,83.0756570732471,83.0756570732471
2017,"FALL",0.558742456369271,0.2497,123.765501149087,123.765501149087
2018,"FALL",2.29355324946692,1.2781,79.4502190334808,79.4502190334808
2019,"FALL",1.94776283063601,1.4296,36.2453015274208,36.2453015274208
