"YEAR","SEASON","AGE","SAGA Shiny App","StockEff","Percent difference","Absolute percent difference"
1970,"SPRING",2,0.674063487103361,0.8214,-17.9372428654297,17.9372428654297
1970,"SPRING",3,1.17446830870247,1.4591,-19.5073463982959,19.5073463982959
1970,"SPRING",4,0.525020293643188,0.5789,-9.30725623714148,9.30725623714148
1970,"SPRING",5,0.255185425196319,0.3187,-19.9292672744527,19.9292672744527
1970,"SPRING",6,0.422634163121221,0.5512,-23.3247164148729,23.3247164148729
1970,"SPRING",8,0.151570704561798,0.1796,-15.6065119366381,15.6065119366381
1970,"SPRING",9,0.0618303449443739,0.0744,-16.8946976554115,16.8946976554115
1971,"SPRING",1,0.198859533367019,0.2427,-18.0636450898151,18.0636450898151
1971,"SPRING",2,1.12160584066321,1.3687,-18.0532007990638,18.0532007990638
1971,"SPRING",3,0.323473829148179,0.3943,-17.9625084584888,17.9625084584888
1971,"SPRING",4,0.285489630598505,0.3483,-18.0334106808771,18.0334106808771
1971,"SPRING",5,0.0705128306180014,0.086,-18.008336490696,18.008336490696
1971,"SPRING",6,0.0422494777962247,0.0515,-17.9621790364569,17.9621790364569
1971,"SPRING",7,0.0568181818181818,0.0694,-18.1294210112654,18.1294210112654
1971,"SPRING",9,0.0284090909090909,0.0347,-18.1294210112654,18.1294210112654
1972,"SPRING",2,0.442045454545455,0.5394,-18.0486736104089,18.0486736104089
1972,"SPRING",3,0.692420472576808,0.8448,-18.0373493635407,18.0373493635407
1972,"SPRING",4,0.252465383307073,0.3073,-17.8440015271485,17.8440015271485
1972,"SPRING",5,0.312363404752689,0.3825,-18.3363647705389,18.3363647705389
1972,"SPRING",9,0.0600584316711228,0.0725,-17.1607839018996,17.1607839018996
1973,"SPRING",2,0.604580360654958,0.417,44.9832999172562,44.9832999172562
1973,"SPRING",3,0.961128383422638,0.6722,42.9825027406483,42.9825027406483
1973,"SPRING",4,0.265567024247425,0.2317,14.6167562569809,14.6167562569809
1973,"SPRING",5,0.216888567339316,0.0993,118.41748976769,118.41748976769
1974,"SPRING",1,0.181869255010885,0.1253,45.1470510861012,45.1470510861012
1974,"SPRING",2,0.233683937084028,0.1781,31.2093975766579,31.2093975766579
1974,"SPRING",3,1.32415951856493,0.7927,67.0442183127201,67.0442183127201
1974,"SPRING",4,0.68034855056103,0.5567,22.2109844729711,22.2109844729711
1974,"SPRING",5,0.0957895546299425,0.0911,5.14769992309829,5.14769992309829
1975,"SPRING",1,0.352162181813173,0.2444,44.0925457500709,44.0925457500709
1975,"SPRING",2,3.03753254722617,2.0556,47.7686586508159,47.7686586508159
1975,"SPRING",3,0.279993035751929,0.239,17.1518978041542,17.1518978041542
1975,"SPRING",4,0.217853698761628,0.1838,18.5275836570335,18.5275836570335
1975,"SPRING",5,0.0684170856698965,0.0193,254.492671864749,254.492671864749
1976,"SPRING",2,2.30167670942625,1.6617,38.5133724153727,38.5133724153727
1976,"SPRING",3,1.67381363404738,1.0339,61.893184451821,61.893184451821
1976,"SPRING",4,0.139689787565127,0.1668,-16.2531249609548,16.2531249609548
1976,"SPRING",5,0.106484515171692,0.0682,56.1356527444158,56.1356527444158
1976,"SPRING",6,0.0624896473866666,0.0389,60.6417670608397,60.6417670608397
1976,"SPRING",7,0.0250819003568417,0.0176,42.5107974820549,42.5107974820549
1976,"SPRING",9,0.0552881705704095,0.0384,43.9796108604415,43.9796108604415
1977,"SPRING",2,0.756865853639771,0.525,44.1649245028134,44.1649245028134
1977,"SPRING",3,0.345898320873669,0.2242,54.2811422273279,54.2811422273279
1977,"SPRING",4,0.166644188817467,0.1324,25.8641909497485,25.8641909497485
1977,"SPRING",5,0.056374391217062,0.0383,47.191621976663,47.191621976663
1977,"SPRING",6,0.104731175965963,0.0718,45.8651475849074,45.8651475849074
1978,"SPRING",3,0.304037947535543,0.2106,44.3674964556234,44.3674964556234
1978,"SPRING",4,0.0357056422073868,0.025,42.8225688295472,42.8225688295472
1978,"SPRING",5,0.0875000000006602,0.0607,44.1515650752227,44.1515650752227
1979,"SPRING",2,0.213836678017025,0.1373,55.7441209155318,55.7441209155318
1979,"SPRING",3,0.859032976415218,0.4928,74.3167565777634,74.3167565777634
1979,"SPRING",4,0.550734611112243,0.4574,20.4054681049942,20.4054681049942
1979,"SPRING",5,0.100566364487538,0.0524,91.9205429151484,91.9205429151484
1979,"SPRING",6,0.0513731196337039,0.0146,251.87068242263,251.87068242263
1979,"SPRING",8,0.0469249479582496,0.0131,258.205709604959,258.205709604959
1980,"SPRING",2,4.29065124291205,2.4985,71.7290871687831,71.7290871687831
1980,"SPRING",3,2.02188690419437,1.235,63.7155388011638,63.7155388011638
1980,"SPRING",4,0.929382808780653,0.5021,85.0991453456787,85.0991453456787
1980,"SPRING",5,0.12040424736496,0.1024,17.5822728173433,17.5822728173433
1981,"SPRING",2,2.81804832241277,1.7388,62.0685715673323,62.0685715673323
1981,"SPRING",3,2.2626011524867,1.273,77.7377181843441,77.7377181843441
1981,"SPRING",4,1.17829021145142,0.6705,75.73306658485,75.73306658485
1981,"SPRING",5,0.424379500675728,0.3271,29.7399879779054,29.7399879779054
1981,"SPRING",6,0.720635566782051,0.3536,103.799651239268,103.799651239268
1981,"SPRING",7,0.0562078478173436,0.0327,71.8894428664942,71.8894428664942
1982,"SPRING",2,1.33190735975367,1.2714,4.759112769677,4.759112769677
1982,"SPRING",3,3.01561727824391,3.1286,-3.61128689369329,3.61128689369329
1982,"SPRING",4,1.44678768798575,1.6073,-9.98645629404898,9.98645629404898
1982,"SPRING",5,0.438728140353967,0.4583,-4.27053450709861,4.27053450709861
1982,"SPRING",6,0.228660764785162,0.2181,4.84216633890957,4.84216633890957
1982,"SPRING",7,0.235808197635004,0.2098,12.396662361775,12.396662361775
1982,"SPRING",10,0,0.0545,-100,100
1982,"SPRING",12,0.0449751062061709,0.0434,3.62927697274396,3.62927697274396
1983,"SPRING",2,3.33836818882141,4.0927,-18.4311533016979,18.4311533016979
1983,"SPRING",3,2.11691411611817,2.4323,-12.9665700728458,12.9665700728458
1983,"SPRING",4,1.13967426119622,1.5207,-25.0559438945076,25.0559438945076
1983,"SPRING",5,0.0972833039811504,0.1188,-18.1116969855637,18.1116969855637
1983,"SPRING",6,0.0691746114803495,0.0845,-18.1365544611248,18.1365544611248
1984,"SPRING",2,1.12045660968079,1.2972,-13.6249915448052,13.6249915448052
1984,"SPRING",3,0.495946760637355,0.7653,-35.1957715095576,35.1957715095576
1984,"SPRING",4,0.525598142175418,0.506,3.87315062755299,3.87315062755299
1984,"SPRING",5,0.224532507292084,0.3184,-29.4809964534913,29.4809964534913
1984,"SPRING",6,0.0239742453809655,0.0292,-17.8964199282004,17.8964199282004
1984,"SPRING",7,0.0333914151716377,0.0406,-17.7551350452273,17.7551350452273
1984,"SPRING",8,0.0479468896150354,0.0585,-18.0395049315633,18.0395049315633
1984,"SPRING",9,0.0239734447996066,0.0293,-18.1793692846191,18.1793692846191
1985,"SPRING",1,0.0497820758913782,0.0491,1.38915660158491,1.38915660158491
